account_id,card,hero_id,percent_rank,score
1284611820,2928000,13,0.980874316939891,5294.6752972556
412320425,3420000,15,0.891228070175439,4340.8003550356
225617497,1372000,123,0.997084548104956,6542.11666097628
348236339,3132000,129,0.928480204342273,4698.92731065007
1262266956,4680000,27,0.932478632478632,4799.28772892844
318051460,3452000,121,0.981460023174971,5464.57332842066
1050127319,4700000,18,0.73531914893617,4099.90895304392
1255727750,4276000,86,0.991580916744621,6177.13901567523
420936449,3560000,60,0.479775280898876,3999.83054645505
1106336680,2156000,126,0.996289424860853,7040.25917778232
100471531,3824000,69,0.717573221757322,4099.94839090567
102099826,3404000,112,0.91304347826087,4399.89426612158
164532005,4428000,23,1,7891.67003712705
132309493,4024000,81,0.968190854870775,4699.50336337263
148526973,2924000,43,0.991792065663475,5198.50888871348
184950344,3192000,120,0.99874686716792,7796.85545890783
94281932,1928000,126,1,8096.60941206159
136829091,3568000,121,1,8006.93746665499
121404228,2380000,91,0.998319327731092,5497.43864196722
152545459,4052000,4,0.819348469891412,4199.91381220453
1144771878,4128000,96,0.88468992248062,4299.68146167277
241467447,4452000,25,0.952380952380952,4795.65161720516
913081877,4320000,6,0.949074074074074,4696.83778614898
1005626260,3284000,121,0.943970767356882,4991.27714201968
948659765,3772000,68,0.852598091198303,4299.27705482436
412910858,3180000,108,0.90314465408805,4499.79670092121
1090568489,3320000,45,0.944578313253012,4499.68595042121
1068676453,2656000,52,0.971385542168675,4699.23663811756
176158708,4060000,86,0.959605911330049,5296.59053898705
376005174,4508000,67,0.656610470275067,4099.17039598022
412320425,4064000,4,0.999015748031496,6272.90197929666
225617497,3624000,88,0.998896247240618,7053.58241867563
1284611820,3876000,69,0.735810113519092,4099.83848176818
348236339,3036000,58,0.513833992094862,3999.98415357956
1262266956,4768000,27,0.934563758389262,4799.28772892844
113923026,3084000,90,0.985732814526589,5095.48225868478
173906452,3272000,3,1,7904.00587387398
130433320,3744000,39,0.998931623931624,7352.65116087178
1281314848,3768000,49,0.985138004246285,4892.30141495347
197469851,3796000,81,0.970495258166491,4806.32807006741
250358373,4092000,23,1,7482.49665760888
1314388110,3100000,58,0.792258064516129,4099.78204152238
1251984026,4012000,4,0.998005982053839,6804.71722857517
1050127319,4224000,101,1,7763.98169948077
228392819,3312000,120,0.997584541062802,6849.41193389778
1293381675,3396000,45,0.901060070671378,4399.67048009042
1248142838,3992000,9,0.893787575150301,4499.52639140155
1304613566,4108000,36,0.807205452775073,4199.97005281622
1247302157,4220000,49,0.997156398104265,5395.81478183251
1248664606,3740000,81,0.997860962566845,6260.36913119763
1210331127,2040000,126,0.894117647058824,4399.72314760892
339941742,3088000,121,0.996113989637306,6691.94480384125
228392819,3996000,97,1,7697.20565360529
420936449,5152000,14,0.964285714285714,5494.153918373
1281314848,3992000,16,0.99498997995992,6453.40970870892
877800554,3860000,49,0.827979274611399,4199.78702019323
1251984026,4236000,36,0.813031161473088,4198.67339913553
1314388110,3096000,112,0.837209302325581,4199.8594643746
841038959,4132000,101,0.974830590513069,5357.24129995193
250358373,3780000,20,0.982010582010582,5098.0246678197
54580962,4156000,86,1,7910.83460805613
73562326,3220000,120,1,7457.24343710901
152962063,2656000,128,0.947289156626506,4499.82874006231
77490514,3272000,112,0.463325183374083,3999.98415357956
72312627,1776000,80,1,7635.92151969765
117421467,3508000,121,0.973774230330673,5310.0652746797
195108598,3376000,108,0.91824644549763,4599.69558060044
235505993,3728000,69,1,6766.85404234369
106305042,1832000,126,0.967248908296943,5098.762886665
177411785,3584000,81,1,7548.53024944372
1202292236,3904000,39,0.998975409836066,6565.92935847445
1238656049,3600000,81,0.998888888888889,6343.26138843701
1050127319,3672000,69,0.884531590413943,4398.36208445279
1266748819,3000000,110,0.972,5095.69447771041
1262266956,2156000,91,0.998144712430427,7667.86218205498
1248142838,3512000,121,0.998861047835991,7220.42723315044
412320425,2984000,43,0.986595174262735,4760.9189321353
1304613566,3320000,46,0.960240963855422,4698.25141701369
1247302157,4060000,49,0.992118226600985,5395.81478183251
1248664606,4108000,4,0.994157740993184,6242.51603503543
1210331127,2296000,126,0.9198606271777,4399.72314760892
54580962,4308000,86,1,7910.83460805613
1202292236,3956000,39,0.996966632962588,6565.92935847445
412320425,2916000,43,0.98079561042524,4760.9189321353
1304613566,3460000,106,0.967630057803468,5295.0187044374
1248142838,4320000,86,0.987037037037037,5966.16941282144
1247302157,3960000,88,0.864646464646465,4299.31569748145
1248664606,4012000,81,0.999002991026919,6260.36913119763
1238656049,3968000,94,1,7549.21707493024
1202292236,4240000,20,0.978301886792453,4899.18211519576
1266748819,3916000,49,1,7056.32727240158
1050127319,4116000,101,1,7763.98169948077
1262266956,3624000,64,1,7750.34669658575
412320425,2948000,43,0.983717774762551,4760.9189321353
225617497,3320000,102,0.893975903614458,4298.06191459361
348236339,3560000,129,0.942696629213483,4698.92731065007
250358373,2888000,13,0.998614958448753,7501.67439087308
412320425,3004000,43,0.981358189081225,4760.9189321353
1284611820,4200000,67,0.654285714285714,4099.93990853556
483850689,4884000,42,0.766584766584767,4199.80197989293
1304613566,3064000,46,0.956919060052219,4698.25141701369
1096978451,3652000,17,0.871851040525739,4498.70170340084
841038959,1724000,123,0.877030162412993,4299.6530581895
366332869,3064000,3,1,7510.88118896735
1103355581,3928000,81,0.891038696537678,4299.51090975056
1045494300,3056000,120,0.849476439790576,4299.41615103147
80599925,3116000,121,0.951219512195122,4994.93919802717
181339278,4412000,12,0.990933816863101,5535.18560224844
301477244,3568000,45,1,6159.16990836175
1144771878,3848000,96,0.881496881496882,4299.68146167277
948659765,3072000,79,0.981770833333333,4996.2178865477
913081877,3880000,4,0.892783505154639,4294.04807279746
241467447,3052000,52,0.981651376146789,4898.08888550833
1005626260,4444000,86,0.994599459945995,5874.43910147763
1185918470,5140000,41,0.898832684824903,4599.30643970085
1228355759,1752000,123,0.89041095890411,4299.79765448039
1200963940,2972000,13,0.969044414535666,5098.25198705747
928499811,4048000,19,0.935770750988142,4598.70956215551
1227183303,3960000,64,0.945454545454545,4798.12886105995
80599925,4980000,21,0.796787148594377,4244.09917850024
1045494300,2236000,126,0.966010733452594,5094.56021144565
1103355581,3748000,100,0.894343649946638,4399.30675749703
181339278,3864000,54,0.468944099378882,3999.90485153213
301477244,3940000,31,0.979695431472081,5290.83231449867
41637292,3032000,129,0.967018469656992,5198.73046592756
185512564,2916000,83,0.98079561042524,4999.23477868587
236858633,4500000,101,1,7816.30979883067
92706637,3996000,17,1,7910.98172644186
96189126,3748000,56,0.991462113127001,5695.03128917522
202464276,4104000,94,1,8056.08899741105
1131665504,3924000,19,0.962283384301733,4999.30763783147
194521913,4340000,16,1,8064.74918845138
156331087,3412000,121,0.957796014067995,5098.66010831546
207916561,4968000,84,1,8450.10109433135
1103355581,3772000,81,0.865323435843054,4299.51090975056
1185918470,5160000,41,0.904651162790698,4599.30643970085
41637292,2968000,129,0.973045822102426,5198.73046592756
38628747,3276000,90,0.913308913308913,4299.91729292746
238239590,3212000,120,0.977584059775841,5497.90517885017
126212866,3464000,60,0.997690531177829,6927.24738102805
145550466,4232000,75,1,7814.77741811541
97658618,4376000,114,1,7949.1570372112
183719386,4028000,98,1,8193.25756554559
88271237,3180000,3,0.455345911949686,3999.98000222999
93618577,3620000,106,1,8104.36711075225
167976729,5124000,44,1,8009.46330826048
401792574,4564000,7,1,7251.69325856911
38628747,3252000,90,0.908979089790898,4299.91729292746
877800554,3244000,120,0.966707768187423,5095.21361044361
1251984026,3772000,95,0.986214209968187,5094.12447643678
1314388110,3936000,64,0.760162601626016,4199.93909517737
412320425,2912000,43,0.980769230769231,4760.9189321353
250358373,1964000,126,0.995926680244399,7584.48082506836
113923026,2116000,91,1,6700.46065179766
173906452,2836000,58,0.997179125528914,6021.98856836953
1281314848,3660000,81,0.92568306010929,4499.30842154509
130433320,2904000,52,1,7410.66404676039
197469851,4064000,20,0.784448818897638,4199.86493535385
877800554,3312000,120,0.960144927536232,5095.21361044361
96189126,3840000,94,0.996875,5992.69509023445
185512564,3488000,85,0.986238532110092,5198.43560138866
41637292,3784000,81,0.939746300211416,4499.83493442064
92706637,4068000,49,1,7666.24902761892
236858633,3168000,121,0.98989898989899,6086.83790144005
202464276,4020000,19,1,8191.54637920094
1131665504,3276000,120,0.992673992673993,5992.94862309976
194521913,4036000,16,1,8064.74918845138
156331087,4020000,9,0.995024875621891,6379.04878643667
207916561,3288000,112,1,7815.88616984435
96189126,4104000,94,0.999025341130604,5992.69509023445
113923026,3232000,58,1,7111.52230544726
130433320,3648000,49,1,7369.9726761548
173906452,2776000,43,0.951008645533141,4395.74441053422
1281314848,4352000,4,0.728860294117647,4099.96420566441
197469851,4244000,20,0.818096135721018,4199.86493535385
1243158876,3844000,85,0.836628511966701,4199.90098761431
1138814784,3836000,94,0.989572471324296,5395.99399873124
1050127319,2584000,128,0.996904024767802,6330.00380288244
1284323241,1728000,135,0.914351851851852,4299.77304433349
1227192897,3528000,120,0.740362811791383,4099.72570223287
1054964227,3828000,64,0.700104493207941,4099.91678188104
355260166,4616000,86,0.774696707105719,4199.90256399557
365381070,3196000,13,0.997496871088861,6558.00426506767
193915426,3584000,81,0.751116071428571,4099.95838894774
230168927,3280000,53,0.871951219512195,4199.902754433
1074387886,4092000,88,0.874877810361681,4299.87614299307
270924860,3852000,19,0.998961578400831,7884.34985440626
1221364385,4272000,30,0.876404494382023,4299.90864987687
351961716,4112000,17,0.823929961089494,4297.55959257472
966354824,2380000,65,0.890756302521008,4199.88764391167
1284611820,3264000,10,0.908088235294118,4499.40708208037
1262266956,4324000,27,0.955596669750231,4799.28772892844
225617497,3096000,90,0.998708010335917,5688.23609544866
228392819,3612000,97,1,7697.20565360529
348236339,3324000,129,0.929001203369434,4698.92731065007
841038959,4272000,86,0.617977528089888,4092.57924721182
1251984026,4196000,4,0.99904671115348,6804.71722857517
1314388110,4236000,20,0.797922568460812,4199.88902321504
1266748819,3576000,120,0.998881431767338,8120.17555685053
250358373,4020000,23,0.998009950248756,7482.49665760888
1227192897,3872000,17,0.734504132231405,4099.92509736331
1243158876,4260000,101,0.814084507042254,4199.81468474561
1138814784,3752000,72,0.980810234541578,4799.39136618236
339941742,2508000,128,1,7508.96884909741
1284323241,3404000,60,0.99529964747356,5587.82490783271
1238656049,4024000,18,0.997017892644135,6084.58061668234
1050127319,3792000,69,0.885021097046414,4398.36208445279
1266748819,3504000,39,0.979452054794521,5192.0655681854
1202292236,2968000,13,1,8077.04598748762
881959275,3172000,85,1,7850.43350241353
113923026,3132000,58,0.998722860791826,7111.52230544726
1054964227,3992000,64,0.638276553106212,4099.91678188104
1284611820,2928000,10,0.909836065573771,4499.40708208037
1227192897,3800000,17,0.727368421052632,4099.92509736331
1054964227,2796000,43,0.967095851216023,4499.81265387988
355260166,3164000,90,0.938053097345133,4399.84242294499
230168927,4228000,94,1,7019.31907403415
365381070,4460000,101,0.886995515695067,4399.8856390471
193915426,3296000,129,0.940533980582524,4999.07872938889
270924860,5128000,44,0.500780031201248,3999.87184863608
1221364385,4496000,27,0.436832740213523,3999.92466668594
351961716,2804000,13,0.945791726105564,4586.98363428514
966354824,3984000,16,0.90863453815261,4399.72698795336
1074387886,4484000,9,0.452274754683318,3999.93509486965
113331514,3080000,3,1,8223.87733700027
321580662,4304000,1,1,8269.31192641779
431770905,3872000,17,1,8308.6779183869
256156323,2540000,128,0.954330708661417,4982.86575312468
302214028,4364000,4,0.992667277726856,5795.13922953872
38628747,2400000,91,0.993333333333333,5498.27583846476
238239590,3152000,52,1,7844.01704860597
126212866,3508000,60,0.998859749144812,6927.24738102805
145550466,3472000,45,1,8007.5320779881
97658618,4272000,49,0.999063670411985,5689.95763032765
38628747,4440000,27,0.954954954954955,4949.41129673582
238239590,3252000,120,0.982779827798278,5497.90517885017
126212866,3136000,33,1,8069.85570552413
145550466,3524000,57,0.998864926220204,6382.94621966822
97658618,4396000,67,1,7754.10492549198
155332459,4484000,9,0.970561998215879,5298.61040324956
408729743,4076000,16,1,8077.57800017628
352545711,4088000,23,1,7831.70084036214
117089283,3240000,102,1,8365.97756421119
339235645,3300000,73,1,7171.79706450313
100471531,2008000,78,0.908366533864542,4299.88914531561
102099826,2928000,110,0.991803278688525,5992.45452686446
164532005,3516000,46,1,8200.52962663239
132309493,4384000,36,0.453467153284672,3999.9900009999
148526973,2936000,83,1,8157.38670071969
91730177,2516000,91,0.998410174880763,7347.20010738607
116934015,3684000,81,0.981541802388708,4999.33450119416
97590558,3804000,49,0.898002103049422,4399.92903516806
190826739,3496000,106,1,8237.69306191541
16497807,2728000,128,0.950146627565982,4799.55197892952
113331514,3232000,3,1,8223.87733700027
38628747,4640000,27,0.961206896551724,4949.41129673582
100471531,2120000,78,0.884905660377359,4299.88914531561
483850689,4104000,11,0.883040935672515,4499.16137175001
1146548664,5200000,35,0.496923076923077,3999.77439453835
1096978451,4284000,49,0.452847805788982,3999.81122803133
366332869,3764000,85,0.99893730074389,6816.80248837867
