account_id,competitive_rank,leaderboard_rank,mmr_estimate,rank_tier,solo_competitive_rank,tracked_until
1248142838,None,None,{'estimate': 3706},None,None,None
1304613566,None,None,{'estimate': 3726},None,None,None
1247302157,None,None,{'estimate': 3741},None,None,None
1248664606,None,None,{'estimate': 3814},None,None,None
1210331127,None,None,{'estimate': 4255},80,None,None
339941742,3869,2574,{'estimate': 4332},80,5057,None
228392819,3563,901,{'estimate': 4191},80,3693,1655061981
420936449,None,None,{'estimate': 3848},80,None,None
1281314848,None,None,{'estimate': 4210},None,None,None
877800554,None,None,{'estimate': 3774},None,None,None
1251984026,None,None,{'estimate': 3870},None,None,None
1314388110,None,None,{'estimate': 3897},None,None,None
841038959,None,None,{'estimate': 3550},51,None,None
250358373,None,1466,{'estimate': 3981},80,4046,None
54580962,None,177,{'estimate': 7201},80,6989,None
73562326,None,55,{'estimate': 7200},80,None,None
152962063,5769,19,{'estimate': 7186},80,8067,None
77490514,8598,73,{'estimate': 7202},80,7777,None
72312627,None,12,{'estimate': 7058},80,7178,None
117421467,None,38,{'estimate': 6900},80,7974,None
195108598,3791,97,{'estimate': 6893},80,5354,None
235505993,5479,539,{'estimate': 6884},80,6025,None
106305042,None,None,{'estimate': 6893},63,None,None
177411785,5723,43,{'estimate': 6897},80,8360,None
1202292236,None,None,{'estimate': 3979},None,None,None
1238656049,None,None,{'estimate': 3895},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
1266748819,None,None,{'estimate': 3954},None,None,None
1262266956,None,None,{'estimate': 3946},None,None,None
1248142838,None,None,{'estimate': 3706},None,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
1304613566,None,None,{'estimate': 3726},None,None,None
1247302157,None,None,{'estimate': 3741},None,None,None
1248664606,None,None,{'estimate': 3814},None,None,None
1210331127,None,None,{'estimate': 4255},80,None,None
54580962,None,177,{'estimate': 7201},80,6989,None
1202292236,None,None,{'estimate': 3979},None,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
1304613566,None,None,{'estimate': 3726},None,None,None
1248142838,None,None,{'estimate': 3706},None,None,None
1247302157,None,None,{'estimate': 3741},None,None,None
1248664606,None,None,{'estimate': 3814},None,None,None
1238656049,None,None,{'estimate': 3895},None,None,None
1202292236,None,None,{'estimate': 3979},None,None,None
1266748819,None,None,{'estimate': 3954},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
225617497,4324,2047,{'estimate': 3762},80,3478,1654960229
348236339,None,None,{'estimate': 3839},None,None,None
250358373,None,1466,{'estimate': 3981},80,4046,None
412320425,None,4370,{'estimate': 3902},80,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
483850689,None,None,{'estimate': 3258},None,None,None
1304613566,None,None,{'estimate': 3726},None,None,None
1096978451,None,None,{'estimate': 2983},None,None,None
841038959,None,None,{'estimate': 3550},51,None,None
366332869,3404,2088,{'estimate': 3099},80,2588,None
1103355581,None,None,{'estimate': 3104},71,None,None
1045494300,None,None,{'estimate': 3104},75,None,None
80599925,3265,None,{'estimate': 3104},80,3248,None
181339278,None,None,{'estimate': 3104},75,None,None
301477244,4284,4941,{'estimate': 3104},80,None,None
1144771878,None,None,{'estimate': 2781},None,None,None
948659765,None,2960,{'estimate': 2836},80,None,None
913081877,None,None,{'estimate': 2800},43,None,None
241467447,None,None,{'estimate': 2816},80,None,None
1005626260,None,4466,{'estimate': 2826},80,None,None
1185918470,None,None,{'estimate': 2784},80,None,None
1228355759,None,None,{'estimate': 2712},None,None,None
1200963940,None,None,{'estimate': 2712},None,None,None
928499811,None,None,{'estimate': 2771},73,None,None
1227183303,None,None,{'estimate': 2735},80,None,None
80599925,3265,None,{'estimate': 3104},80,3248,None
1045494300,None,None,{'estimate': 3104},75,None,None
1103355581,None,None,{'estimate': 3104},71,None,None
181339278,None,None,{'estimate': 3104},75,None,None
301477244,4284,4941,{'estimate': 3104},80,None,None
41637292,4196,197,{'estimate': 6371},80,5133,None
185512564,None,70,{'estimate': 6124},80,None,None
236858633,8638,19,{'estimate': 6423},80,8272,None
92706637,5511,57,{'estimate': 6371},80,6537,None
96189126,5684,41,{'estimate': 6410},80,8561,None
202464276,4094,40,{'estimate': 4987},80,3140,None
1131665504,None,37,{'estimate': 5833},80,None,None
194521913,None,99,{'estimate': 5782},80,6912,None
156331087,4963,229,{'estimate': 5793},80,6708,None
207916561,4971,171,{'estimate': 5876},80,6429,None
1103355581,None,None,{'estimate': 3104},71,None,None
1185918470,None,None,{'estimate': 2784},80,None,None
41637292,4196,197,{'estimate': 6371},80,5133,None
38628747,None,153,{'estimate': 7004},80,7528,None
238239590,5527,6,{'estimate': 7004},80,7107,None
126212866,5658,20,{'estimate': 7080},80,6436,None
145550466,None,101,{'estimate': 6402},80,6918,None
97658618,4448,19,{'estimate': 6392},80,7218,None
183719386,None,79,{'estimate': 5515},80,3333,None
88271237,6135,138,{'estimate': 7141},80,8803,None
93618577,None,2,{'estimate': 5898},80,5338,1653928286
167976729,5574,24,{'estimate': 5721},80,5351,None
401792574,None,48,{'estimate': 6417},80,6261,None
38628747,None,153,{'estimate': 7004},80,7528,None
877800554,None,None,{'estimate': 3774},None,None,None
1251984026,None,None,{'estimate': 3870},None,None,None
1314388110,None,None,{'estimate': 3897},None,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
250358373,None,1466,{'estimate': 3981},80,4046,None
113923026,3967,None,{'estimate': 4241},73,4587,None
173906452,1038,1627,{'estimate': 4224},80,3774,None
1281314848,None,None,{'estimate': 4210},None,None,None
130433320,None,1476,{'estimate': 4240},80,6185,1655386292
197469851,None,None,{'estimate': 3890},80,1896,None
877800554,None,None,{'estimate': 3774},None,None,None
96189126,5684,41,{'estimate': 6410},80,8561,None
185512564,None,70,{'estimate': 6124},80,None,None
41637292,4196,197,{'estimate': 6371},80,5133,None
92706637,5511,57,{'estimate': 6371},80,6537,None
236858633,8638,19,{'estimate': 6423},80,8272,None
202464276,4094,40,{'estimate': 4987},80,3140,None
1131665504,None,37,{'estimate': 5833},80,None,None
194521913,None,99,{'estimate': 5782},80,6912,None
156331087,4963,229,{'estimate': 5793},80,6708,None
207916561,4971,171,{'estimate': 5876},80,6429,None
96189126,5684,41,{'estimate': 6410},80,8561,None
113923026,3967,None,{'estimate': 4241},73,4587,None
130433320,None,1476,{'estimate': 4240},80,6185,1655386292
173906452,1038,1627,{'estimate': 4224},80,3774,None
1281314848,None,None,{'estimate': 4210},None,None,None
197469851,None,None,{'estimate': 3890},80,1896,None
1243158876,None,None,{'estimate': 4159},75,None,None
1138814784,None,None,{'estimate': 3981},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
1284323241,None,None,{'estimate': 4019},None,None,None
1227192897,None,None,{'estimate': 3904},None,None,None
1054964227,None,1820,{'estimate': 5546},80,None,None
355260166,None,None,{'estimate': 5905},None,None,None
365381070,None,433,{'estimate': 5929},80,6043,None
193915426,None,1475,{'estimate': 5615},80,None,None
230168927,None,345,{'estimate': 5811},80,None,None
1074387886,None,437,{'estimate': 5607},80,None,None
270924860,None,653,{'estimate': 5674},65,None,None
1221364385,None,None,{'estimate': 5384},74,None,None
351961716,None,None,{'estimate': 5287},75,None,None
966354824,None,None,{'estimate': 5603},None,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
1262266956,None,None,{'estimate': 3946},None,None,None
225617497,4324,2047,{'estimate': 3762},80,3478,1654960229
228392819,3563,901,{'estimate': 4191},80,3693,1655061981
348236339,None,None,{'estimate': 3839},None,None,None
841038959,None,None,{'estimate': 3550},51,None,None
1251984026,None,None,{'estimate': 3870},None,None,None
1314388110,None,None,{'estimate': 3897},None,None,None
1266748819,None,None,{'estimate': 3954},None,None,None
250358373,None,1466,{'estimate': 3981},80,4046,None
1227192897,None,None,{'estimate': 3904},None,None,None
1243158876,None,None,{'estimate': 4159},75,None,None
1138814784,None,None,{'estimate': 3981},None,None,None
339941742,3869,2574,{'estimate': 4332},80,5057,None
1284323241,None,None,{'estimate': 4019},None,None,None
1238656049,None,None,{'estimate': 3895},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
1266748819,None,None,{'estimate': 3954},None,None,None
1202292236,None,None,{'estimate': 3979},None,None,None
881959275,None,None,{'estimate': 3889},72,None,None
113923026,3967,None,{'estimate': 4241},73,4587,None
1054964227,None,1820,{'estimate': 5546},80,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
1227192897,None,None,{'estimate': 3904},None,None,None
1054964227,None,1820,{'estimate': 5546},80,None,None
355260166,None,None,{'estimate': 5905},None,None,None
230168927,None,345,{'estimate': 5811},80,None,None
365381070,None,433,{'estimate': 5929},80,6043,None
193915426,None,1475,{'estimate': 5615},80,None,None
270924860,None,653,{'estimate': 5674},65,None,None
1221364385,None,None,{'estimate': 5384},74,None,None
351961716,None,None,{'estimate': 5287},75,None,None
966354824,None,None,{'estimate': 5603},None,None,None
1074387886,None,437,{'estimate': 5607},80,None,None
113331514,None,37,{'estimate': 6129},80,6900,None
321580662,None,37,{'estimate': 5268},80,3341,None
431770905,None,40,{'estimate': 6129},80,None,None
256156323,2398,62,{'estimate': 6082},80,3524,None
302214028,5231,43,{'estimate': 6122},80,6016,None
38628747,None,153,{'estimate': 7004},80,7528,None
238239590,5527,6,{'estimate': 7004},80,7107,None
126212866,5658,20,{'estimate': 7080},80,6436,None
145550466,None,101,{'estimate': 6402},80,6918,None
97658618,4448,19,{'estimate': 6392},80,7218,None
38628747,None,153,{'estimate': 7004},80,7528,None
238239590,5527,6,{'estimate': 7004},80,7107,None
126212866,5658,20,{'estimate': 7080},80,6436,None
145550466,None,101,{'estimate': 6402},80,6918,None
97658618,4448,19,{'estimate': 6392},80,7218,None
155332459,None,67,{'estimate': 6269},80,7708,None
408729743,None,107,{'estimate': 5689},80,3777,None
352545711,3518,58,{'estimate': 6174},80,None,None
117089283,4651,168,{'estimate': 6231},80,6125,None
339235645,None,25,{'estimate': 6266},80,None,None
100471531,None,4,{'estimate': 7207},80,7361,None
102099826,None,282,{'estimate': 7225},80,8415,None
164532005,None,4,{'estimate': 7170},80,7786,None
132309493,5924,12,{'estimate': 7225},80,6739,None
148526973,5735,244,{'estimate': 6394},80,7179,None
91730177,5812,32,{'estimate': 6909},80,7068,None
116934015,5179,63,{'estimate': 6909},80,6653,None
97590558,6758,25,{'estimate': 6906},80,8508,None
190826739,4699,124,{'estimate': 6307},80,6008,1653914192
16497807,5218,419,{'estimate': 6904},80,5912,None
113331514,None,37,{'estimate': 6129},80,6900,None
38628747,None,153,{'estimate': 7004},80,7528,None
100471531,None,4,{'estimate': 7207},80,7361,None
483850689,None,None,{'estimate': 3258},None,None,None
1146548664,None,None,{'estimate': 3196},None,None,None
1096978451,None,None,{'estimate': 2983},None,None,None
366332869,3404,2088,{'estimate': 3099},80,2588,None
841038959,None,None,{'estimate': 3550},51,None,None
1202292236,None,None,{'estimate': 3979},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
1284323241,None,None,{'estimate': 4019},None,None,None
1238656049,None,None,{'estimate': 3895},None,None,None
881959275,None,None,{'estimate': 3889},72,None,None
483850689,None,None,{'estimate': 3258},None,None,None
1106336680,None,None,{'estimate': 3817},55,None,None
1029972951,None,638,{'estimate': 3934},80,None,None
420936449,None,None,{'estimate': 3848},80,None,None
318051460,None,None,{'estimate': 3821},72,None,None
1255727750,None,None,{'estimate': 3821},80,None,None
1202292236,None,None,{'estimate': 3979},None,None,None
348236339,None,None,{'estimate': 3839},None,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
225617497,4324,2047,{'estimate': 3762},80,3478,1654960229
1106336680,None,None,{'estimate': 3817},55,None,None
113331514,None,37,{'estimate': 6129},80,6900,None
321580662,None,37,{'estimate': 5268},80,3341,None
431770905,None,40,{'estimate': 6129},80,None,None
256156323,2398,62,{'estimate': 6082},80,3524,None
302214028,5231,43,{'estimate': 6122},80,6016,None
54580962,None,177,{'estimate': 7201},80,6989,None
73562326,None,55,{'estimate': 7200},80,None,None
152962063,5769,19,{'estimate': 7186},80,8067,None
77490514,8598,73,{'estimate': 7202},80,7777,None
72312627,None,12,{'estimate': 7058},80,7178,None
10366616,6098,50,{'estimate': 7694},80,8944,None
100058342,None,66,{'estimate': 7694},80,8505,None
94786276,None,166,{'estimate': 7692},80,8374,None
86698277,5076,45,{'estimate': 7692},80,8459,None
103735745,5980,24,{'estimate': 7711},80,8187,None
324277900,None,98,{'estimate': 6516},80,None,None
155494381,None,33,{'estimate': 7088},80,7301,None
100594231,5203,69,{'estimate': 6750},80,6807,None
156328257,6000,33,{'estimate': 7088},80,7342,None
392565237,4219,8,{'estimate': 6563},80,6221,None
105003260,None,2809,{'estimate': 4875},80,5232,None
119543767,4784,4216,{'estimate': 4914},80,5194,None
9742724,4243,4106,{'estimate': 4593},80,3914,None
391505663,1224,2720,{'estimate': 5292},80,6293,None
89506062,4709,4773,{'estimate': 4890},80,5218,1654089631
68007361,None,250,{'estimate': 6181},80,7419,None
353602046,3911,3551,{'estimate': 5314},80,3509,None
219225327,None,551,{'estimate': 6001},80,7057,None
107461709,4129,1564,{'estimate': 4797},80,4012,1654724806
119180054,5850,None,{'estimate': 6036},80,6495,None
113331514,None,37,{'estimate': 6129},80,6900,None
10366616,6098,50,{'estimate': 7694},80,8944,None
105003260,None,2809,{'estimate': 4875},80,5232,None
1133046148,None,None,{'estimate': 2776},62,None,None
230308002,None,None,{'estimate': 2761},80,None,None
76082922,None,None,{'estimate': 2767},45,None,None
1173255449,None,4025,{'estimate': 2826},80,None,None
1194935883,None,None,{'estimate': 2832},None,None,None
1200963940,None,None,{'estimate': 2712},None,None,None
1228355759,None,None,{'estimate': 2712},None,None,None
1185918470,None,None,{'estimate': 2784},80,None,None
928499811,None,None,{'estimate': 2771},73,None,None
1227183303,None,None,{'estimate': 2735},80,None,None
1133046148,None,None,{'estimate': 2776},62,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
1138814784,None,None,{'estimate': 3981},None,None,None
1243158876,None,None,{'estimate': 4159},75,None,None
399588134,None,2603,{'estimate': 4092},80,3672,None
250358373,None,1466,{'estimate': 3981},80,4046,None
1210331127,None,None,{'estimate': 4255},80,None,None
228392819,3563,901,{'estimate': 4191},80,3693,1655061981
339941742,3869,2574,{'estimate': 4332},80,5057,None
1158036449,None,1999,{'estimate': 4400},80,None,None
1293381675,None,None,{'estimate': 4086},None,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
1293381675,None,None,{'estimate': 4086},None,None,None
1158036449,None,1999,{'estimate': 4400},80,None,None
1210331127,None,None,{'estimate': 4255},80,None,None
339941742,3869,2574,{'estimate': 4332},80,5057,None
228392819,3563,901,{'estimate': 4191},80,3693,1655061981
412320425,None,4370,{'estimate': 3902},80,None,None
348236339,None,None,{'estimate': 3839},None,None,None
225617497,4324,2047,{'estimate': 3762},80,3478,1654960229
250358373,None,1466,{'estimate': 3981},80,4046,None
1284611820,None,None,{'estimate': 3846},None,None,None
1210331127,None,None,{'estimate': 4255},80,None,None
1293381675,None,None,{'estimate': 4086},None,None,None
1050127319,None,None,{'estimate': 3743},75,None,None
339941742,3869,2574,{'estimate': 4332},80,5057,None
228392819,3563,901,{'estimate': 4191},80,3693,1655061981
1202292236,None,None,{'estimate': 3979},None,None,None
412320425,None,4370,{'estimate': 3902},80,None,None
225617497,4324,2047,{'estimate': 3762},80,3478,1654960229
348236339,None,None,{'estimate': 3839},None,None,None
1284611820,None,None,{'estimate': 3846},None,None,None
1103355581,None,None,{'estimate': 3104},71,None,None
80599925,3265,None,{'estimate': 3104},80,3248,None
1045494300,None,None,{'estimate': 3104},75,None,None
301477244,4284,4941,{'estimate': 3104},80,None,None
1220632105,None,None,{'estimate': 2766},None,None,None
1216609165,None,None,{'estimate': 2747},None,None,None
1119908658,None,None,{'estimate': 2782},80,None,None
1083977859,None,None,{'estimate': 2838},None,None,None
1122407405,None,None,{'estimate': 2782},80,None,None
1284323241,None,None,{'estimate': 4019},None,None,None
1304613566,None,None,{'estimate': 3726},None,None,None
1266748819,None,None,{'estimate': 3954},None,None,None
1248664606,None,None,{'estimate': 3814},None,None,None
1247302157,None,None,{'estimate': 3741},None,None,None
339941742,3869,2574,{'estimate': 4332},80,5057,None
1251984026,None,None,{'estimate': 3870},None,None,None
250358373,None,1466,{'estimate': 3981},80,4046,None
1314388110,None,None,{'estimate': 3897},None,None,None
1293381675,None,None,{'estimate': 4086},None,None,None
1190298611,None,None,{'estimate': 2627},None,None,None
1252616081,None,None,{'estimate': 2627},None,None,None
56981677,None,None,{'estimate': 2627},None,None,None
1049956230,None,None,{'estimate': 2653},80,None,None
1247011173,None,None,{'estimate': 2638},None,None,None
1090568489,None,4979,{'estimate': 2635},80,None,None
376005174,None,None,{'estimate': 2611},80,None,None
176158708,None,None,{'estimate': 2610},None,None,None
1068676453,None,4847,{'estimate': 2622},80,None,None
412910858,None,None,{'estimate': 3060},80,None,None
96189126,5684,41,{'estimate': 6410},80,8561,None
185512564,None,70,{'estimate': 6124},80,None,None
92706637,5511,57,{'estimate': 6371},80,6537,None
41637292,4196,197,{'estimate': 6371},80,5133,None
150914755,4681,350,{'estimate': 5874},80,5202,None
417512732,None,61,{'estimate': 6134},80,None,None
151460217,4300,88,{'estimate': 6406},80,7388,None
109455705,5449,1144,{'estimate': 5633},80,6605,None
119343873,4635,727,{'estimate': 5875},80,None,None
116080282,5691,102,{'estimate': 6429},80,6873,None
96189126,5684,41,{'estimate': 6410},80,8561,None
41637292,4196,197,{'estimate': 6371},80,5133,None
185512564,None,70,{'estimate': 6124},80,None,None
92706637,5511,57,{'estimate': 6371},80,6537,None
236858633,8638,19,{'estimate': 6423},80,8272,None
96189126,5684,41,{'estimate': 6410},80,8561,None
417512732,None,61,{'estimate': 6134},80,None,None
151460217,4300,88,{'estimate': 6406},80,7388,None
109455705,5449,1144,{'estimate': 5633},80,6605,None
119343873,4635,727,{'estimate': 5875},80,None,None
116080282,5691,102,{'estimate': 6429},80,6873,None
38628747,None,153,{'estimate': 7004},80,7528,None
238239590,5527,6,{'estimate': 7004},80,7107,None
221666230,None,3,{'estimate': 7324},80,7468,None
145550466,None,101,{'estimate': 6402},80,6918,None
97658618,4448,19,{'estimate': 6392},80,7218,None
113331514,None,37,{'estimate': 6129},80,6900,None
321580662,None,37,{'estimate': 5268},80,3341,None
431770905,None,40,{'estimate': 6129},80,None,None
256156323,2398,62,{'estimate': 6082},80,3524,None
302214028,5231,43,{'estimate': 6122},80,6016,None
38628747,None,153,{'estimate': 7004},80,7528,None
221666230,None,3,{'estimate': 7324},80,7468,None
238239590,5527,6,{'estimate': 7004},80,7107,None
145550466,None,101,{'estimate': 6402},80,6918,None
97658618,4448,19,{'estimate': 6392},80,7218,None
113331514,None,37,{'estimate': 6129},80,6900,None
321580662,None,37,{'estimate': 5268},80,3341,None
431770905,None,40,{'estimate': 6129},80,None,None
256156323,2398,62,{'estimate': 6082},80,3524,None
302214028,5231,43,{'estimate': 6122},80,6016,None
41637292,4196,197,{'estimate': 6371},80,5133,None
38628747,None,153,{'estimate': 7004},80,7528,None
38628747,None,153,{'estimate': 7004},80,7528,None
362380117,None,4243,{'estimate': 4759},80,4049,None
1004229172,None,661,{'estimate': 5563},80,None,None
377254759,None,821,{'estimate': 5195},80,None,None
178633570,None,462,{'estimate': 5665},80,7085,None
154259887,None,188,{'estimate': 4973},80,3213,None
129807919,None,785,{'estimate': 6070},80,5222,None
917164766,None,None,{'estimate': 5640},None,None,None
289171422,4409,511,{'estimate': 5558},80,4952,None
387624608,4614,261,{'estimate': 6123},80,7501,None
107227595,4937,157,{'estimate': 6055},80,7112,None
86745912,None,1,{'estimate': 7820},80,8165,None
154715080,6399,1,{'estimate': 7820},80,9499,None
124801257,4621,10,{'estimate': 7769},80,8059,None
26771994,None,1055,{'estimate': 7702},80,None,None
25907144,4904,98,{'estimate': 7333},80,9041,None
324277900,None,98,{'estimate': 6516},80,None,None
155494381,None,33,{'estimate': 7088},80,7301,None
